63 65 39 25 97 73 4 20
26 0 97 54 96 61 58 51
50 13 55 32 54 31 61 60
98 64 14 45 95 6 99 11
23 38 36 73 11 40 93 38
93 43 44 89 56 2 41 6
15 48 38 69 31 52 82 29
16 48 74 11 54 73 74 30
12 11 55 75 3 48 65 96
43 9 38 99 11 79 57 26
79 48 48 10 0 30 39 16
78 13 79 84 38 54 66 50
17 21 78 20 22 43 69 17
53 7 17 64 38 26 43 17
74 43 79 74 73 18 42 3
83 74 39 21 80 6 24 97
79 2 69 1 45 38 19 50
97 88 15 87 66 10 56 41
53 35 67 78 5 62 81 88
36 20 62 68 78 38 65 58
40 86 11 37 77 82 88 74
22 55 14 89 17 70 82 70
6 49 0 63 63 81 52 99
53 66 67 84 4 84 42 44
71 53 33 48 88 73 74 10
28 88 99 45 59 81 67 17
83 19 80 46 52 84 98 6
50 17 90 54 2 84 50 25
89 84 25 77 57 99 88 38
40 39 35 99 73 55 68 56
74 0 54 27 85 52 85 35
70 27 42 24 11 92 49 0
28 74 30 38 73 70 76 65
9 63 16 82 18 84 38 93
85 45 72 22 97 57 57 67
84 51 91 47 44 92 99 24
66 29 62 92 99 38 57 9
2 74 43 72 10 34 17 95
79 89 17 76 46 27 96 82
30 39 29 74 32 29 51 98
10 13 90 10 52 0 71 6
74 14 78 84 48 96 32 79
85 1 56 84 80 52 66 11
91 48 37 23 29 88 74 39
2 16 49 6 16 20 12 42
87 42 79 87 38 11 67 76
64 75 12 45 27 30 8 70
78 45 46 7 86 72 47 88
88 48 94 57 21 58 99 8
0 30 47 91 41 14 19 58
89 31 3 68 13 63 91 92
8 89 51 94 61 50 34 1
51 28 58 72 38 10 32 91
40 79 82 34 46 53 92 35
84 47 56 97 10 99 41 70
88 45 17 1 47 51 2 98
32 13 22 70 75 54 61 15
86 95 1 32 48 93 19 84
92 75 34 54 74 27 25 14
72 42 15 20 45 70 70 77
83 93 0 58 99 61 25 85
9 27 17 57 72 89 94 17
16 28 71 43 55 48 57 80
42 25 52 88 95 22 65 30
67 65 40 67 79 17 52 40
44 70 49 69 11 43 86 27
71 9 70 79 58 28 59 0
5 11 88 0 33 6 82 1
23 22 68 2 91 72 42 36
94 44 57 5 87 43 33 11
4 3 90 62 83 49 63 88
12 3 40 45 9 22 98 33
96 18 87 88 43 82 76 37
26 33 43 13 28 28 24 32
83 66 47 19 15 10 7 27
65 0 25 75 22 75 60 71
46 99 59 89 81 35 78 7
20 73 73 0 1 49 84 85
16 31 4 83 93 63 63 59
63 40 86 38 67 46 9 13
97 20 54 79 7 85 38 27
58 11 79 60 13 63 97 81
95 53 64 88 16 79 47 32
19 33 70 39 31 79 4 29
51 11 60 58 96 98 85 54
62 64 66 27 79 63 8 74
16 24 63 33 56 62 65 27
48 87 66 31 18 71 12 69
82 72 27 78 23 64 84 37
80 51 64 59 14 24 34 83
0 97 68 56 11 33 84 59
72 50 91 90 21 3 59 55
76 86 85 51 2 70 88 82
21 4 41 87 28 75 70 28
24 38 85 36 23 21 95 95
71 38 37 45 42 96 0 70
34 86 21 36 8 61 18 81
65 60 68 45 87 91 25 64
81 62 0 57 83 47 4 55
38 42 0 80 90 52 50 25
90 23 13 98 84 84 79 49
96 0 46 83 43 71 47 24
34 99 33 17 99 38 24 37
80 76 69 22 29 19 99 19
94 13 70 78 97 1 79 45
1 25 28 44 48 28 21 34
79 54 4 30 92 28 67 24
57 88 99 86 59 98 57 53
11 27 31 60 81 62 5 82
39 86 79 40 66 0 74 45
6 78 28 51 59 47 27 16
36 26 54 95 25 63 49 88
43 32 49 24 47 6 6 86
44 37 26 10 37 53 8 96
83 36 47 42 83 74 10 71
1 64 67 26 28 68 14 23
52 15 47 99 74 53 38 18
91 16 29 80 69 89 28 53
77 75 47 60 2 58 84 3
74 51 81 54 71 47 77 23
63 24 75 89 30 13 7 73
29 88 5 99 77 34 4 54
9 51 67 63 9 51 66 36
54 99 90 77 47 20 0 62
96 75 51 26 88 10 51 70
99 57 69 76 91 73 83 52
24 50 16 86 53 34 74 7
86 16 84 85 36 36 47 33
12 50 11 52 60 15 22 11
72 43 88 15 68 23 19 45
73 87 31 26 22 57 85 60
73 69 45 62 57 92 47 21
94 58 74 6 73 48 18 97
44 58 12 12 81 84 57 54
71 40 32 45 97 17 5 23
38 50 85 95 94 32 17 88
42 43 47 68 43 65 65 87
75 30 52 56 66 9 62 37
2 46 83 99 63 88 22 53
91 59 48 85 91 17 26 34
60 73 54 4 38 71 43 65
53 95 21 19 57 35 57 59
81 92 10 96 80 85 49 23
44 49 9 36 67 35 22 79
8 76 35 98 47 79 63 1
26 36 20 83 23 29 94 56
21 5 4 54 90 53 77 34
54 86 22 73 73 96 53 33
72 88 31 72 19 46 25 46
34 97 81 9 27 76 65 0
33 69 54 23 74 32 9 29
70 84 2 96 80 7 29 5
48 13 77 67 59 54 13 46
51 95 55 30 23 73 31 56
42 85 31 17 69 40 98 92
76 52 88 57 12 17 62 60
82 91 27 42 45 93 40 48
40 47 79 63 20 10 71 63
47 2 32 17 94 82 61 71
34 49 80 98 18 42 58 1
85 86 95 82 31 87 30 71
34 61 86 55 71 57 70 71
59 2 88 53 36 1 24 22
50 4 21 20 98 79 73 35
17 20 69 48 7 52 71 42
13 57 49 37 14 19 8 73
73 48 79 9 49 55 31 51
12 52 23 10 84 97 98 53
17 67 2 77 19 25 19 33
83 68 22 49 39 30 75 12
30 54 21 31 9 4 82 73
9 57 36 93 54 34 98 24
53 0 1 73 78 72 58 61
92 80 10 31 62 85 95 92
91 68 23 53 72 57 26 81
14 62 26 21 48 25 97 2
77 50 75 55 22 85 68 66
65 31 49 79 68 44 23 60
12 98 13 36 55 91 70 21
54 48 42 2 25 91 56 55
41 31 10 15 16 31 81 33
62 30 64 30 26 87 90 90
85 55 79 92 47 49 14 53
49 8 7 75 0 64 30 41
47 92 57 16 23 90 1 37
73 66 68 99 5 10 42 91
18 21 83 17 22 49 22 71
58 81 46 10 45 28 3 45
21 60 61 96 3 14 86 76
80 6 27 38 16 69 29 86
90 64 55 12 66 77 84 76
59 82 86 56 11 89 53 84
2 14 32 57 81 18 33 13
24 60 51 93 82 32 31 72
49 87 37 15 16 73 91 75
55 29 84 18 18 37 54 72
4 87 29 37 57 14 50 82
75 2 75 9 34 6 81 35
45 70 50 62 43 41 89 51
70 25 21 41 63 28 65 19
15 95 56 72 9 6 6 36
60 33 45 47 92 79 82 37
1 85 99 45 78 89 48 49
14 21 42 29 49 7 0 16
54 56 41 16 15 47 4 27
81 50 26 73 81 9 62 82
46 62 79 24 3 79 25 69
1 67 51 2 27 51 19 33
60 12 49 27 59 6 6 92
56 33 17 89 94 80 23 40
94 3 64 49 82 90 70 35
9 21 90 36 25 61 22 37
73 71 16 84 29 22 77 85
7 46 26 1 26 50 93 72
5 58 21 87 0 44 75 9
65 65 98 42 26 20 79 99
43 95 83 73 70 12 10 77
59 89 31 37 39 24 62 44
82 35 83 34 79 10 44 45
75 94 39 53 14 19 4 9
66 40 34 88 4 45 18 63
34 49 53 25 73 15 69 8
50 4 42 82 15 38 27 42
32 18 96 98 37 52 60 56
92 94 96 97 39 14 12 25
63 17 50 89 32 71 97 35
28 91 17 43 82 96 85 66
14 33 65 4 38 25 12 30
19 60 79 11 75 44 36 90
61 39 79 46 62 28 33 90
72 2 85 54 98 71 20 64
56 37 20 94 62 84 77 34
45 56 45 20 0 33 62 14
24 42 60 87 22 93 29 94
95 15 0 45 38 73 61 94
10 82 41 25 66 18 59 11
26 56 83 79 41 46 93 66
40 5 5 14 98 34 61 45
49 61 90 87 34 51 34 97
85 75 22 4 45 81 67 23
89 51 2 30 49 47 96 41
52 1 7 2 88 68 47 37
82 89 77 68 93 11 65 78
38 39 34 35 20 2 58 61
53 13 92 54 60 88 47 65
42 54 67 82 75 67 71 57
8 48 77 1 11 95 32 1
34 66 36 7 68 95 68 73
8 60 79 20 1 78 85 95
33 5 77 60 72 48 69 80
97 46 34 60 41 66 62 28
84 98 35 53 45 3 78 5
64 58 26 17 36 11 12 21
68 89 33 40 89 2 73 38
1 59 99 94 77 13 22 61
11 57 66 9 13 45 14 29
55 40 46 43 4 58 17 24
99 2 65 88 5 90 79 58
49 78 52 26 91 27 39 54
84 6 15 49 3 30 78 10
22 24 5 78 34 74 3 33
77 20 74 82 62 5 92 63
83 44 89 26 71 80 32 8
86 48 57 41 30 36 3 4
12 9 83 47 35 38 32 12
58 58 46 72 63 38 35 98
83 76 76 6 56 9 14 95
9 24 88 91 12 92 95 24
1 30 71 88 68 56 1 78
14 47 50 78 38 37 28 21
13 5 79 70 66 46 17 27
70 5 18 34 97 65 58 50
48 82 39 68 38 40 99 52
39 1 82 77 39 11 50 52
16 82 74 34 28 91 61 50
97 79 84 46 96 94 97 44
76 88 65 66 28 64 71 19
65 53 49 4 16 99 9 84
81 83 18 61 27 79 11 24
10 47 70 7 42 19 3 18
7 20 85 87 84 56 59 50
61 8 6 78 7 15 14 41
51 33 2 78 64 14 54 75
61 76 34 3 96 89 74 55
10 11 95 94 19 54 96 80
62 55 10 21 22 25 62 73
10 65 51 74 31 5 49 44
82 83 0 30 73 74 85 35
37 80 29 56 34 78 36 48
33 99 70 55 24 32 29 34
49 32 8 32 90 10 77 24
45 77 54 18 3 91 53 92
24 35 48 58 13 84 59 98
35 29 53 59 13 34 45 15
67 6 47 9 16 76 33 61
5 87 32 8 78 37 52 2
24 0 13 37 37 24 87 72
53 41 84 18 27 29 33 94
35 33 55 3 9 88 65 15
75 49 75 6 86 28 60 11
28 25 0 17 49 88 90 54
81 74 73 8 55 58 55 91
91 10 94 1 51 11 68 26
60 43 84 47 23 45 10 4
70 62 21 72 2 11 26 83
37 99 44 93 10 51 36 1
13 82 54 64 94 74 43 6
18 27 53 93 24 15 97 47
78 19 19 80 82 45 16 72
97 12 65 7 15 53 60 28
35 67 45 81 41 88 88 11
67 93 5 92 9 2 39 39
73 10 71 56 55 39 28 4
51 45 63 18 98 24 47 85
91 44 67 84 84 7 96 51
0 1 95 61 55 34 0 29
44 24 85 52 63 65 56 67
10 20 85 60 96 84 97 39
28 16 23 12 23 19 16 24
72 11 85 28 98 38 57 94
14 42 46 77 59 55 96 21
27 34 33 23 18 30 62 99
47 37 63 22 9 79 46 81
43 84 9 41 74 66 35 88
60 34 17 19 41 66 92 68
0 25 43 70 56 57 69 55
94 85 77 3 16 76 85 59
60 46 52 86 65 88 26 25
74 95 97 15 61 89 83 13
67 26 84 23 83 5 78 29
42 7 33 59 83 70 18 95
16 23 81 81 63 59 59 37
55 8 52 68 49 87 34 16
65 70 91 0 75 21 29 18
29 14 29 12 36 99 8 53
22 41 86 85 53 97 22 60
57 26 80 7 65 14 75 30
84 67 30 12 88 12 82 17
26 11 82 63 62 42 68 85
83 6 22 88 56 97 48 13
23 29 72 89 95 48 71 80
15 2 44 3 66 26 73 92
89 55 7 51 97 27 88 32
86 11 21 94 8 69 59 83
50 32 24 98 80 96 30 47
50 74 50 16 52 23 60 93
78 20 96 27 99 85 60 85
48 81 31 8 2 91 43 5
23 68 3 55 64 33 2 14
59 52 30 11 28 90 4 58
62 0 86 62 37 46 47 37
79 31 45 33 22 41 38 45
9 41 0 25 26 2 39 85
6 21 96 86 63 52 45 26
5 83 88 42 81 87 32 12
18 29 45 40 70 84 37 79
77 89 4 4 43 95 41 2
16 90 88 32 42 85 58 99
20 98 42 1 37 26 65 56
55 11 48 26 95 38 5 24
79 10 80 23 57 22 25 74
12 65 58 6 3 16 6 23
66 0 77 3 26 42 11 81
53 60 59 0 50 65 25 29
27 5 4 84 79 81 10 43
47 68 50 50 36 8 25 2
60 2 58 86 45 69 19 50
81 31 51 31 96 28 13 75
85 17 11 65 99 22 8 98
42 58 0 79 18 25 33 78
80 43 16 77 13 88 27 46
19 30 78 67 58 43 42 44
60 53 9 11 27 69 9 70
28 61 1 98 87 86 77 67
30 93 44 95 33 23 41 52
54 71 19 12 14 61 8 27
67 69 38 94 39 0 64 19
13 17 17 0 4 94 19 86
40 15 81 73 39 22 78 45
46 97 57 60 11 18 39 30
87 30 24 26 82 41 45 95
58 63 96 14 9 67 0 1
35 33 27 74 8 5 19 54
54 28 14 17 98 6 47 86
36 24 64 18 17 10 13 75
25 61 42 86 81 94 40 16
28 67 90 88 24 61 42 30
41 8 0 40 14 99 78 50
23 42 68 40 4 34 68 81
95 62 68 76 56 8 92 36
27 34 76 3 47 18 33 89
79 33 29 93 85 59 96 8
1 16 1 58 50 21 39 98
83 59 74 91 19 19 80 46
5 56 49 53 27 35 42 6
20 23 99 5 82 47 66 35
64 67 93 14 88 33 12 23
44 39 66 64 10 46 10 15
55 12 68 82 47 62 40 67
37 91 25 19 39 91 7 3
10 52 69 50 85 82 73 82
73 91 46 83 38 56 50 45
20 19 79 19 33 19 39 71
62 64 42 1 55 49 56 17
2 26 67 39 60 92 21 33
83 19 68 73 28 18 18 48
89 49 68 23 68 7 46 83
23 88 84 30 90 41 47 44
67 14 35 79 58 9 12 41
28 32 15 56 50 85 5 92
35 25 67 55 84 13 38 7
53 75 37 43 16 36 39 35
2 75 66 60 36 78 1 64
10 68 73 12 54 30 4 89
55 71 44 91 84 35 50 90
10 39 33 78 75 25 65 77
52 31 89 88 61 90 4 71
11 29 35 65 59 40 6 66
63 2 57 48 37 7 90 99
46 23 77 73 0 94 2 52
25 91 92 86 34 97 9 45
26 45 10 38 37 16 4 0
70 14 0 8 21 90 7 20
66 37 93 66 31 96 19 9
39 63 95 73 12 57 18 91
2 80 29 39 48 33 39 19
99 92 27 73 82 86 93 48
75 38 15 59 86 86 68 78
49 15 51 62 72 70 53 26
50 34 17 99 19 9 70 19
1 97 92 83 35 37 32 11
27 99 70 66 85 90 44 86
5 47 0 30 69 5 8 72
39 26 71 59 87 93 30 88
90 74 23 77 63 7 40 90
6 62 8 43 52 4 30 10
52 30 40 21 88 0 93 27
26 16 38 13 9 20 53 51
94 77 81 57 84 21 0 91
84 60 34 88 65 16 98 69
99 90 42 87 91 88 66 69
56 5 35 18 25 88 21 72
65 2 29 2 24 81 45 60
42 31 48 59 48 99 80 99
41 22 86 84 10 52 6 19
9 41 37 87 29 58 59 47
61 40 49 37 74 46 97 68
77 97 27 77 48 7 76 90
81 14 26 92 67 32 11 28
73 0 67 55 58 78 2 71
19 3 8 45 49 57 13 78
55 40 56 55 99 32 97 80
47 24 24 66 56 87 46 82
87 14 37 98 92 91 69 63
94 30 8 95 87 73 73 94
65 29 50 64 14 47 97 13
71 21 79 80 61 77 14 0
43 51 98 36 94 20 51 40
50 12 35 37 85 60 84 3
90 34 19 56 81 16 69 5
90 0 37 51 77 51 3 21
54 2 9 48 74 12 88 24
24 75 13 62 35 97 65 77
83 84 33 65 53 2 22 43
54 59 46 32 10 49 5 64
3 66 64 77 78 4 53 3
31 19 17 66 16 34 96 0
18 29 17 23 84 39 66 38
98 64 22 60 66 79 76 69
45 40 99 24 96 4 79 27
23 96 45 92 30 93 44 0
75 13 76 59 52 42 49 2
59 24 62 25 3 90 94 49
30 45 73 78 50 4 57 73
0 2 17 82 96 61 34 23
74 10 82 78 5 83 80 64
7 94 89 63 84 35 12 66
81 37 96 83 41 53 56 93
8 26 27 56 87 61 79 14
24 13 92 29 96 25 93 56
71 34 19 56 69 83 74 2
72 71 85 13 76 94 58 84
20 85 40 59 98 71 73 22
84 18 51 33 43 96 89 66
82 60 74 4 95 49 6 67
72 44 32 48 38 90 85 10
75 77 69 25 49 43 48 33
13 51 66 56 0 7 74 82
19 49 86 14 50 45 81 74
89 13 22 79 55 59 89 82
37 58 8 86 53 56 71 66
7 90 74 7 97 49 42 17
98 28 31 0 25 65 74 66
30 48 45 86 8 34 68 45
45 28 83 98 84 54 65 44
44 91 3 94 40 45 11 90
26 94 90 3 59 64 70 42
65 15 28 73 2 48 70 99
77 5 97 13 11 14 9 8
58 13 2 98 10 65 41 88
59 31 92 71 48 62 13 13
29 93 38 31 41 8 82 70
13 80 36 24 46 45 32 4
58 86 55 21 51 96 9 63
79 1 34 79 63 99 92 45
44 82 28 37 90 11 8 55
43 96 80 41 41 64 46 0
51 53 73 2 1 82 65 32
84 51 12 99 2 56 44 98
39 73 36 81 36 96 37 79
92 69 20 33 33 18 85 84
71 58 39 24 93 56 57 77
60 69 28 14 77 25 13 16
50 1 98 86 97 35 65 41
4 85 26 89 4 64 26 27
22 17 52 15 73 61 44 85
82 25 0 59 50 65 76 0
66 26 86 15 13 3 8 69
88 34 58 44 98 36 24 73
53 28 40 27 89 37 64 71
62 64 82 64 81 58 16 47
36 54 14 49 57 22 18 97
9 29 94 59 65 18 32 19
46 25 98 87 14 62 10 76
79 92 92 12 3 8 12 39
62 26 89 71 1 59 68 62
40 62 21 58 32 6 77 78
31 27 17 97 41 27 25 72
20 17 85 23 25 97 62 39
75 3 10 28 15 78 90 55
93 12 65 25 70 42 56 1
21 73 50 15 1 75 87 73
92 24 96 69 73 10 8 49
66 18 77 33 48 20 40 93
32 6 19 2 0 27 55 22
0 5 37 53 32 76 26 24
1 74 93 74 37 53 75 3
23 5 88 23 25 28 17 9
34 88 11 87 15 18 9 67
75 98 21 7 26 99 83 79
26 28 54 63 81 81 18 56
86 6 79 11 86 48 20 73
88 83 60 55 53 21 23 80
71 96 87 97 47 22 77 73
50 83 36 83 16 54 39 3
12 71 66 51 71 39 24 60
74 84 15 28 57 38 8 28
86 48 77 34 70 6 7 73
41 44 56 58 50 48 13 15
19 79 66 90 70 42 2 45
78 18 25 35 8 85 15 95
33 92 29 56 51 88 29 92
84 85 2 87 85 15 2 4
95 20 47 17 62 49 62 40
67 39 27 28 25 42 23 10
86 4 66 37 92 47 82 29
85 84 16 70 0 18 75 47
90 74 64 52 23 79 44 43
18 71 71 43 13 46 6 51
50 72 89 94 20 23 23 57
7 39 27 59 9 54 6 99
28 23 3 4 54 47 99 72
70 70 68 83 16 74 35 18
98 76 64 70 99 88 27 58
79 7 18 89 61 76 40 42
99 96 46 53 43 97 78 14
67 98 49 35 72 36 5 22
64 69 93 63 57 72 22 89
79 40 78 93 68 70 35 68
66 33 73 62 30 51 28 49
49 29 84 73 18 89 48 82
58 41 46 68 65 20 57 45
12 87 38 80 9 25 0 28
58 74 42 88 77 70 89 27
51 73 52 69 14 0 52 24
93 50 92 59 70 1 56 34
40 94 14 50 19 15 78 29
89 20 17 66 42 58 45 93
31 50 15 97 2 67 21 96
17 66 7 39 67 63 73 60
57 39 10 28 54 40 57 95
12 26 14 6 84 11 51 67
13 66 64 16 85 85 12 54
3 71 93 23 34 18 83 43
58 45 23 64 85 80 12 49
58 78 55 94 41 6 61 55
73 77 71 58 14 35 65 18
6 58 41 92 29 24 35 39
21 10 3 58 90 67 7 0
45 62 46 39 20 7 94 93
36 17 4 50 52 69 20 10
79 61 54 8 37 89 47 58
99 3 16 41 22 75 93 20
37 39 59 58 98 53 3 34
22 59 36 26 80 57 36 60
70 90 20 60 31 20 70 82
75 39 75 97 14 20 17 4
59 28 14 9 33 17 95 55
29 31 81 9 40 69 69 11
59 42 71 42 62 41 76 37
80 51 34 47 71 4 51 82
32 65 91 66 34 86 21 63
70 3 73 10 72 42 73 84
84 96 78 98 38 55 35 70
6 22 69 30 26 20 12 58
85 56 24 20 42 98 83 12
53 8 75 77 3 48 13 87
45 92 38 35 47 73 57 53
95 27 35 73 47 48 32 85
4 8 57 98 58 92 63 11
